i imagine if i left my player untouched \( no backlight \) it could play for considerably more than 12 hours at a low volume level	1
seriously , this thing has everything that a pro or expert amateur could want	1
4 \) one nice thing about nokias is that they have a ton of ring tone and game choices	1
placement of the buttons and software user interface is near perfect	1
i couldn 't get the install wizard to work	2
of course one of the first things i did was write an email to the customer support at creative , through their website , and by the time they finally got back to me several working days later when they promise only one their suggestions were completely worthless	2
short warranty \( 3 months , so i got the extended warranty at best buy \) , occasional freeze up \( easily fixed by popping out battery \) , somewhat flimsy navigation wheel	2
this is a great product , and canon has done an excellent job	1
scroll button more cumbersome than on earlier models	2
this router was a huge disappointment	2
i 'm not sure why all the bad reviews , my computer isn 't especially slowed down and i have win '98	1
battery life is exceptional , lasting longer than the 8 10 hours that seem reasonable with most music players on the market	1
in conclusion , i gave the ipod a 4 5 because anything this expensive should would work just about flawlessly	1
simple to use and hook up	1
first let me say that it is much smaller than it looks on the web and it also looks better	1
i am really impressed by this dvd player	1
other cameras taking pics of the same subjects turn out looking much better	2
however , configuration of my system and actual setup of the router for wireless use took me more than 3 hours , and briefly made me reconsider my choice to for ego the airport and its notoriously easy setup	2
great phone	1
i could make phone calls from locations i previously could not \( like my apartment \)	1
it also has unproven battery life	2
last , i find the price a bit expensive for a product such as this	2
the rate plans are also very good , at least for me	1
i have transferred in about 2 , 400 tracks so far very easy to use both the ipod and itunes	1
the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia	1
i think , apex is the best dvd player you can get for the price	1
it is amazing that the battery lasts so long when the phone is so small and light	1
no problems now , just a sickly disappointment in the way norton has abandoned their customers	2
fits comfortably in my inside jacket pocket or in my pants pocket	1
i have tried several times to contact apex digital through their on line support site and their telephone line , but they wo n 't answer my emails and their telephone line is always busy	2
i did buy the notmad software a week ago and found that a vast improvement	1
by the way , it looks nice also	1
it is small enough to fit easily in a coat pocket or purse	1
this camera is great if you 're used to a high end slr	1
on my main computer the software did not work right	2
the little bag it comes with is cheap and useless	2
you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best	2
light , compact design	1
this is due to the unusually slow autofocus system	2
it is a great phone , if you are traveling all over the world , packed with wonderful features	1
after hooking the thing up , i found that it would only played less than 50 of the dvds i put in it	2
unfortunately i bought a player because the ps2 could n 't play all my dvds , and now the player can 't play everything	2
limitations not a lot of original accessories like the ipod	2
am so glad i bought this camera	1
the only drawback is the viewfinder is slightly blocked by the lens	2
i also liked the fact that you can save custom playlist you made on the player not just the computer !	1
we 've never experienced odor from the pail	1
the in program id3 tag editing is a strong point , as well	1
i have tried other pails , but none have compared positively to the champ	1
but be prepared to buy something else \( diaper genie \? \) which can trap the odor better	2
solid , squeak free , large screen	1
overall the ipod really is an almost flawless beast the capacity in the 20 gb is more than i think most people would ever need and , for the price , i highly recommend it	1
it films 10 second video , for crying out loud	1
large easy readable screen	1
this is the best purchase i 've made in a very long time	1
i simply love this feature	1
there will be much erasing of text as , one would tend to type something instead of the actual letters	2
power for the tech savvy , ease of use for the less fortunate	1
i have a tendency to do quite a bit of research before i drop money on a tool and everyone i talked to loved this router	1
output through component connections looks very good , on my non hd tv	1
but not good enough for me	2
my other nit is that it didn 't include at least some kind of carrying case for everything	2
great screen and great sound	1
this is a great product !	1
for looks , well ipod is head and shoulders better , both the iriver and creative zen look positively ugly when next to a gleaming ipod	1
the auto setting does a great job most of the time but there are manual settings for those who want them	1
again , this is a design flaw in the headphone !	2
and also , it 's priced very afford ably	1
i have owned some kind of creative audio product since 1993 and have never had to call tech support	1
overall an excellent phone	1
i 've had this thing for less than a month , treated it quite well , never dropped it , and the headphone jack is all screwed up	2
but this is not documented in the zen manual neither the hard copy nor the cd version	2
it will not replace your high end 35mm slr but it 's a great toy to keep near you at all times for snapshots	1
there is no way the battery supplied lasts 14 hours !	2
i was unable achieve a sound quality on par with my simple portable cd player with `` bass boost ``	2
before you run out and buy an ipod , understand something there are reasons the zen is worth encountering this kind of hassle , principally excellent \( for mp3 \) sound quality	1
the only thing i 'm concerned about is the quality longevity of the buttons on the thing	2
is not as intuitive as i would like	2
buying software that can not be installed normally and being put into the position of having a non working computer	2
the battery , as others have said , also seems weaker than creative suggests	2
i didnt have any installation problems and the touch pad is fine , even if it is sort of inaccurate	1
the 2nd dvd player had a faulty power supply which caused to occasionally not turn on	2
the features are really cool like the radio	1
the zoom function on this camera is so loud that sometimes you will be unable to use it if you find yourself in a situation where you must be quiet	2
and the battery life is bad !	2
it is amazingly small , it 's hard to believe all that has been packed into this camera	1
the player is intuitive and outputs great sound quality	1
its nice look is also a plus	1
the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n 't have to reboot the computer or anything , just open up explorer again	2
1 the size is a little bit bigger than the ipod , and it weighs a little bit more	2
i had a sony ericsson t610 before this and the t610 is far inferior	1
whether you are a novice or an expert , its ease of use and functionality goes together	1
looks snazzy smaller than a pack of smokes easily transported ac charger included as well as a hard shell that comes with a clip and a stand adapter usb cable !	1
rather than creating a directory for bookmarks to be found in one area , the user must actually find the track where the bookmark was made	2
apple still does it better but needs to come out with a 5 gig mini	2
the setup was a breeze , i had some reservations about a wireless network \( see my review for linksys wet11 \) but this item was on sale as well as the wet11 so i just had to splurge	1
but , it seems to work so well now , that i do n 't anticipate any problems with it	1
but if you use all bluetooth accessories , as i do , its really not an issue	1
if your looking for a great sounding mini player , you can 't go wrong with the zen micro	1
i am very pleased with it so far	1
it sometimes takes the picture at some indefinite period of time after you press the shutter button	2
while the software may not be as easy as i tunes , it is not difficult to use by any stretch	2
i can only hear the sound but no picture !	2
and it is extremely well priced for what you 're getting	1
but for what i do use it is perfect	1
i was an early purchaser of the wrt54g , and had a few problems with stability and speed finally , the march 03 firmware update has resulted in an excellent product !	1
having used it for more than a month , i can say that it consistently produces topnotch photos	1
i recommend unreservedly the powershot g3 to any potential buyer looking for a first class digital camera at a reasonable price there is no better camera out there period !	1
it really is an awesome camera that is hard to beat for general to moderate snapping	1
granted , i have only used this dvd player for about 2 hours setting it up for my mom for christmas , but that was long enough for me to find problems with this dvd player	2
navigation is so smooth and finding files is a cinch	1
this may be a really cool phone , but it 's not worth it with t mobile	1
decently sized screen one of the larger ones on the market at 2 ``	1
don 't worry this player rocks	1
still , i was willing to overlook those things as this unit looks sleek and has a myriad of features !	1
personally , i am very pleased with the diaper champ	1
this is an excellent router for the price	1
i still have over 19gb left , and already have over 200 cd 's on it	1
sound quality the ipod 's sound quality is pretty good	1
love the speaker phone	1
what is added in functionality \( battery replacement \) detracts in build quality as the face plate is prone to popping off	2
mine was 2 weeks old and i chucked it in the trash , where it belongs	2
\) worst feature possible , this alone makes it rate one star what 's up with no recharge cord \?	2
while going for a cellphone , i was fully determined to buy a nokia only as it is the best in cellphones	1
i love that you can create custom playlists , and organize music in so many different ways	1
it also has tons more features then previous creative products , and most of them are very useful such as the ability to customize the main menu to show the stuff you want , not the default items \( creative labs com for more on that \)	1
if you strictly use the lcd and not the view finder , i highly recommend the camera	1
it is far better than just a trash can or the diaper genie and it 's fairly inexpensive as baby products go !	1
i don 't believe this camera is still available but if you can find one , you might like to get it	1
i 'll be getting a second one for my router table !	1
10 \) multiple play modes tracks in order of album , shuffle , etc , is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter	1
i downloaded the new firmware which was supposed to take care of the problem , but it hasn 't worked	2
one other plus is that napster now supports this device via their software	1
durability not good first problem , if you haven 't seen the news recently , the ipods are being recalled for battery problems and not lasting the advertised 18 months	2
the product i rate five stars ,	1
i did not have any of the installation problems that people highlighted here	1
first of all the player 's sound quality is superior to the ipod	1
the only problem i have is with the handle you use to open the top compartment	2
the device looks very cool , i think \( exactly as the photos promise \) , it 's comfortable and lightweight in my jacket pocket , and the interface and controls are easy enough to navigate after a bit of practice	1
we also had a problem with diaper wipes getting caught when the top was flipped	2
the on off button feels somewhat flimsy , and has an awkward , tiny little lock out button that needs to be depressed to turn on the camera	2
what got me to buy was the reviewer that said it would play dvd rs fill of files \( e , mp3s \)	1
overall , the micro is a solid device and i haven 't fell into a problem with it yet knocks on wood	1
connect the player to your computer \( via usb \) , open up mediasource , and you can listen to your stored mp3s as they stream directly from the xtra !	1
overall , i 'm giving this 5 stars as i 've seen nothing of the problems people have repeatedly cried havoc over , but as i 've only had the player for a while i leave room for doubt if the headphone jack , hissing , or scroll wheel problems show up with me too	1
photo stitch \( merge pictures to create a panoramic one even my old one can do this and it 's really cool to have it now still \)	1
battery life is not long enough if and only if you take a lot of video clips and play it back on the camera a lot of times the camera battery gets a little bit warm too when you use it for a long time but it 's normal	2
i love the es based controls and easy menus	1
my two main requirements were longer battery life and lower price i found both	1
the hole to put the diaper in needs to be larger as i am now using medium diapers \( i have a 3 month old \) and they 're on the brink of being too large to fit no matter how compact i make then and how un soiled they are	2
4 megapixels is enough for anybody and the photo quality is awesome	1
the pictures are a little dark sometimes	2
you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right	1
first , let me say that i got the 20gb ipod for christmas , and i most likely would not have spent the 300 myself	2
many people have written about the software being its one downfall , personally i have n 't had a single problem with the software , i 'm running windows me	1
it has it all	1
it uses the extend able mmc memory , it is perfect for storing videos , pictures and mp3s	1
other than that , this is a perfect phone for those of us with no patience for flips	1
the sd500 has only been in my possession for a little over 3 months , and the lcd has been broken twice	2
who wants to go through the hassles of loading software onto a `` foreign `` computer just to move over some simple \( txt \) files \?	2
its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i 've seen	1
again , the headphone jack on this thing is garbage	2
there were many times when i clicked the automatic shutter and nothing happens	2
yes the included earphones suck but everyone replaces them anyway	2
when i got it home , i discovered that the menu options for sending messages via either text or email simply were n 't there	2
the battery is nice	1
this camera has a cool stitch pictures feature , to find out more just log on to canon 's website	1
1 the diaper champ doesn 't require special refills that are expensive and hard to find !	1
it seems to be a little slow when identifying a new disc that 's inserted maybe 10 seconds of wait	2
i use it primarily in the provided protective case although i have dropped it about 3 feet from my desk \( by accident \) as well as have played it outdoors in 30 fahrenheit weather \( by design \) and it has continued to work fine	1
i 've sent 10 e mails to their customer service department requesting an ra with no response	2
the environmental audio , however , is almost completely useless and has made most of my songs sound worse than without it \( i encode my songs at 192 256 kbps without variable bit rates \)	2
the digital zoom is crap	2
doesn 't have alot of good games on it	2
the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar , over and over \( up to 1 hr , i then shut it down and used go back \)	2
after using it for about a month , i can state unequivocally that this nikon definitely delivers a huge bang for the buck	1
the height is a more convenient reach than others , where you have to hunch over	1
when the player was working it was great , but	2
for example , in auto mode you can 't use the flash redeye reduction , you must be in manual mode for that	2
it has a clear blue light that allows you to see everything on the screen easily	1
first , the battery is replacable by the user , because creative intended it to be unlike apple with the ipod	1
1 \) price gb of storage	1
this phone doesn 't include phone card calling	2
when i saw a high gain \( low price \) antenna was available to the wrt54g router , i thought i 'd happily give up some \( practically unattainable anyway , since you 've got to be in spitting distance from the router \) speed in favor of wider coverage	1
also the feature to automatically put in the song information is n 't always accurate	2
i like the size and weight of this little critter	1
i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up	1
there is also no voice recording , something most if not all mp3 players have that the ipod doesn 't	2
the creative zen micro is a zen micro killer , not an ipod killer	2
bookmarks for example , are an excellent feature but not on this player	2
i highly recommend this phone	1
this is a great camera for you !	1
the functionality on this camera is mind blowing	1
namely , it wouldnt sync	2
zennx 's replaceable battery was the deciding factor in my purchase of zennx over ipod	1
learning how to use it will not take very long	1
the sound quality with jazz and pop music is equally superior	1
ripping transferring tunes is basic , and pretty fast \( even on a 1 1 usb \)	1
another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen	1
even the pdf manual that comes with it is pretty vague for someone not familiar with `` mac settings `` , etc	2
as for bluetooth , no problems at all	1
i have not had any distortion problems with this phone and am more pleased with this phone than any i 've used before	1
this is a nice feature \( i e it 's early in the morning and you rather listen to `` easy listening `` rather than `` heavy metal `` no problem	1
likewise , i 've heard norton 2004 professional version is fine too	1
it 's great to switch to spot metering and actually see it working on the lcd screen	1
this camera is so easy to use !	1
2 \) the champ uses regular store bags	1
otherwise , it takes very good pictures shutter delay is n 't so bad either	1
this is the first phone i know of that has the large bright screen , infrared , bluetooth , usb connector and a speakerphone	1
apart from speed , the signal is consistent and works without interruptions , etc	1
also , for those that complain that the diaper champ isn 't as effective as time passes , keep the following in mind as babies get older , their diets changes \( aka solid foods ! \) and so does the smell of their diapers !	2
i love the features on the ipod and the many things you can do with it	1
well , this apex dvd player turned out great !	1
bottom line great product , unbeatable price	1
software music match jukebox is n 't the greatest , the search function is n 't fast even when accessing it with the hot key shortcut	2
you can do so much more with the pc suite , i e free ringtones from midi files , free graphics from any picture on your computer , and if you know how to program jame you can even make your own apps games	1
the battery life leaves a lot to be desired	2
apple closed their island to anything that resembled microsoft , and clearly let napster know it could not use their products with napster 's services	2
i originally gave this camera 5 stars when i had windows 98 it was wonderful but i got a new computer last november with xp the usb software is soho not compatible with xp	2
this is a very light phone a little less than 3 oz , with long battery life \( not as long as the new polymer technology \)	1
the only downside to this is that it can get pretty stinky long before the pail is full	2
i 've had this player for more than 4 months and i 'm very happy with it	1
i thought the fm radio would not see much use with so many tracks available to me , but its great for tuning in to tv programs at the gym while on the treadmill , concerts and programs being simulcast , npr , and on and on	1
i do like this phone overall \( would give it a 3 5 \) , but unfortunately , i am returning it	1
it 's perfect for those who aren 't planning on storing tons of music	2
the locations of various buttons on one side or the other is somewhat illogical	2
the plug er gets stuck you have to manually extract the mess	2
all in all , creative has definitely come up with a winner in terms of product design and features , and i look forward to the nomad zen line of products seizing more market share as people begin to realize that quality is a better determinant of experience than quantity and hype	1
regardless to this fact , i believe the champ is the best way to go	1
a lot of people complain about the creative software , but i actually find creative mediasource organizer to have some strengths over itunes	1
there were a few attractive features , such as the small size and the layout of the remote	1
i highly recommend this camera to anybody looking for a compact camera that can take good quality pictures	1
all in all it hasn 't been a bad product	1
i own this phone for about 6 months now , i have used the following features bluetooth connection to laptop and desktop for sync contacts and calendars with outlook , transfer files \( movies , songs \) , i have many movies on it now with a 512mb memory card that it takes	1
the scroll button is overly sensitive at times not sensitive enough at others	2
the program is called nomad and works great for me and seems to cover all the features the included windows software does	1
during install , nis would either freeze or not reboot properly when asked to do so	2
the nikon coolpix 4300 is wonderful easy to use , high quality , and compact in size	1
now that i have all my music on it there has n 't been any more problems	1
transfering i could not get my songs to completely transfer via usb 1 1 or 2 0	2
you of course have some good customization options with the unit as well \( sound presets , navigating options , playlists , etc \)	1
the handles make it very comfortable to use and i experience little vibration	1
after using it , i found the size to be perfect for carrying in a pocket	1
to make matters work , there is no manual override to overcome this problem	2
price !	1
size bigger than the ipod	2
creative did well on its rechargeable battery feature	1
but this camera is great !	1
this was possible due to the variable speed settings for any sized bit	1
the reason i rated it a four is because of that darn diopter adjustment dial its very small and hard to turn so you can 't get an accurate adjustment \( for those of you who do n 't know what a diopter adjustment is , it is to adjust the focus of the viewfinder to your eyesight \)	2
my ipod freezes occasionally , which is especially annoying when you 're in the middle of a game of `` brick ``	2
i really love this phone	1
i dont especially like how music files are unstructured basically they are just dumped into one folder with no organization , like you might have in windows explorer folders and sub folders	2
i just bought one and returned it as defective for good reason	2
it was n 't as easy to fast forward or pause a song than it was with a regular walkman	2
it could be a little bit bigger , but it 's easy to get used to	2
i 've connected the phone with two laptops and a ipa 4155	1
in fact , it supports the new wpa encryption standard , which is way better than wep	1
have tried calling \( 866 4apexgo \) , but can 't get through	2
well , it was nice while it lasted	1
the moveable lcd screen is great	1
nothing but hassle with this company	2
the zen lives up to the audio quality i love and expect	1
its ability to serve as a back up for my music collection is a huge plus	1
the total price with delivery \( free shipping \) was 135 !	1
if you don 't mind all the buttons being touch sensitive , i 'd re comment buying it to try out , and also buy an extra 2 year warranty for it \( there are some offered here , for about 15 dollars i think \)	1
but the product is elf is great	1
also , the wma compression format is superior to mp3 , especially at lower bit rates , so i needed a player that could handle wma and integrate well with my windows xp computers	1
it also lets you remove songs from the play order	1
the ear buds that come with it look cheap , but the sound quality is amazing	1
it is a bit difficult to get the unit open \( the advice to take it slowly is sound \) , but now that our son is walking and exploring , i consider this a positive attribute !	1
combine this with the excellent price we got in the gold box , and i 'm really happy	1
we just recently had to buy another roll of bags so 6 00 for a year of bags can 't beat that ! !	1
after upgrading the drivers and firmware a few times and e mailing tech support for some setting tips it now works fine	1
1 \) player is not plug and play need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it	2
the battery life is amazing	1
the interface has a sassier flair and the blue lit trimming is an added bonus	1
also , not liking the gel case	2
now the bad 1 \) as usual , battery power not sufficient for daily usu age	2
battery life , the drawback to most digital cameras , to quote k reeves	1
has 4x optical zoom which is higher than any other in the same price range	1
all the features are incredibly intuitive , even for a novice like me	1
let the champ win you over !	1
this isn 't the most rugged phone ever but then your not gon na play airplane with this , are you	1
another thing i don 't like is that some of the features take 1 2 seconds to load up	2
but since it 's so small , it isn 't a big deal to bring it with me	1
the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly	1
the micro seemed like an ipod for less	1
the software that comes with it is amazing and the online service that comes free is really very neat clean clear and well focused on over 95 of all photos taken by a beginner	1
but i wanted to do some raised panel work and needed more power and variable speed to run the large diameter bits	1
it 's faster than wmp	1
on the positive side , the sound of the player is pretty good , once you have everything configured	1
nice machines , but i consider their quality pretty low now	2
for the price , i am considering purchasing a spare just to have as a backup	1
the colors on the screen are not as crisp as i 'd have liked them to be	2
i don 't have problems with the depth adjustment , the speed control , the collet \( i haven 't tried the 1 4 `` sleeve yet \)	1
setup in xp was instant and intuitive	1
the remote is flimsy feeling and awkward to use	2
it works well with my vip adapter , which is also a linksys	1
despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc	1
it 's easy and really works , with some incredible range	1
the light auto correction is awesome	1
the s100 's image quality rates in the middle of its class , but it can still be a reasonable choice for students , families , or small businesses looking for an ultra portable camera that weighs less than half a pound with media and battery pack	1
i do here a constant high pitched distorted sound , not to mention the volume does not seem to be loud enough	2
i prefer things that are simple	1
the speakerphone works better than any speakerphone i 've ever had	1
and the phone has a very cool feature which allows you to send images via a normal pop3 smtp e mail account	1
the diaper champ turns the smelly diaper into `` what diaper smell `` in less time than that	1
only owned it about two weeks so i expect we 're looking at getting another progressive scan dvd player of higher quality very soon	2
you also need to go in and manually remove many symantec files from the registry	2
the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one quarter of the way down from the top of the screen that interferes with viewing at most settings	2
as a windows user , i had to install the software including drivers and itunes on my desktop , and this is the only area where i encountered a nuisance	2
i found best results in most situation with manual center auto focus , manual mode , iso 100 \( shorter aperture time , so more often sharper images as with iso 50 \) , auto white balance \( auto white balance is better than of the other canon cameras i have and they already do very well \)	1
even did while daughter sleep and no noise !	1
downside is the size of the phone , it is big for today 's standard	2
when it came down to it , the price on this player is hard to beat	1
i 've had it for a week now , do n 't regret the purchase one bit , and i never leave home without it	1
recently bought this coolpix 4300 along with a 256mb ultra flash card as expected , i happily found that qualities of the picture are excellent with 3m 4m pixel fine combos and many of the user friendly functions are very similar to slr models , and with added convenience of a digital camera that you can see pictures immediately	1
	2
too bad they don 't mention anything about how the cd can 't be used with a mac	2
for a sleeker , smaller and more `` average `` mp3 player the nitrus is great but the ipod blows it out of the water the interface is great and the design is wonderful	1
another benefit of this phone is that it is truly an international phone the 6610 is sold in almost everywhere in the world	1
if i had to do it over again , even with the cost savings of using any type of bag , i would go w the diaper genie	1
its compact and has rounded edges	1
it has a classic design yet looks hip	1
another great feature for me anyway is the ability to load wav sounds as ringers	1
the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides	1
and the biggest plus is that you don 't have to buy any expensive refills	1
i saw a few complaints on the load time of menus and i feel people are over exaggerating the menu load time	2
i chose the g3 because of its reputation for very high quality , clean images	1
anything this phone does , it does perfectly	1
despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box !	1
i don 't know what 's happened to norton , but 2004 is absolute garbage	2
i 've had to install and uninstall them four or five times so far , and i 've not to get either product working properly	2
this product is too fragile for normal use	2
when you put this phone in your pocket you forget it is there it is unbelievably small and oh , so light	1
anywhere i went in south africa this phone received full bar reception	1
first , the zen lets you sync to more than one computer	1
verdict had i not needed something with a tad bit more space , i consider this player fair game	2
looks and shape i have a black one and the first time i charged it and switched it on jeez the blue light looked so cool	1
its really cool	1
the camera was a marvel	1
the 30gb zen xtra rocks my socks , spills my beer , but does n 't wash my car	1
it works well enough \( so far \) for me to be satisfied with it , and it 's possible that i 'm missing something	1
we have had this product for over a month and yesterday it stopped working	2
the interface used could be better designed	2
i find it a bit difficult to manage the very tiny buttons and impossible to read the icons without my reading glasses on	2
it 's overkill for simple snapshots , unless you 've got way too much money to blow	1
putting in mp3 player , lots of games and application to download	1
i would recommend this camera unequivocally !	1
possibly the biggest advantage this player has \( if price was n 't enough \) is the fact that the user can replace the battery him herself by opening the lid and popping in the new battery	1
first of all , i 've never been big on earbuds they 're just not that comfortable	2
the antivirus feature is phenomenal , and is regularly updated	1
\) no locked in proprietary business like apple this baby plays wmas too	1
the included headphones suck , so get your own	2
it all sounds great too	1
i am annoyed that the player 's not automatically recognized as a hard drive	2
3 \) user replaceable battery	1
there is absolutely nothing useful at the symantec norton site	2
it works easily with one hand , which is important	1
the more i work with it , the more i love it !	1
the sound quality is also nice after i hooked up my sony headphones instead of those factory earbuds it comes with	1
even with newborn diapers it filled way too fast	2
unfortunately , after loading 280 songs , all i get now is `` player either not connected or busy ``	2
the software included is an easy installation and you have the option of using the creative software , windows media player 10 , or simply windows explorer to move music back and forth between your zen touch	1
got a `` system error `` problem 30 days after purchase	2
yeah this program protects your computer all right by locking you off the internet	2
i love this player and am extremely happy with my decision	1
even during the firmware updates my roommates did not loose wireless connectivity	1
long reboots due to norton taking forever to boot	2
software definitely sucks , hangs up my notebook about half the time , but i do n 't mind buying notmad	2
it practically plays almost everything you give it	1
otherwise , i am extremely please with the creative zen micro 5gb mp3 player	1
mediasource did not recognize my tags !	2
my first router is a safety hazard if you do not pay attention and are not very careful	2
overall i like it	1
the bass treble the sound detail is aw some	1
you 'll love it !	1
the zx boasts superior sound quality than the ipod , however it compromises a bit of the unit 's size in doing so	1
it definitely keeps the smell out	1
i am able to carry it close to my body , in places where other phones are not so easily concealed	1
other than that , the simian series 60 os is great and offers lots of proprietary software that will work on your phone if you 're willing to hunt for it	1
so far it all works fine with either cable or wireless connections	1
you do not have to waste money or time trying to purchase special bags for the champ	1
but if you want a great deal and a great mp3 player , get the nomad	1
reviews for sound quality are generally \( but not universally \) positive	1
i 'd say that this camera is perfect	1
the sound is excellent , the battery life is excellent , the fact that the battery is replacable is excellent , and finally the price , 200 cheaper than the 40gb ipod , is excellent	1
if you are looking for a small camera to throw in your pocket , take great pics and video , get the sd500	1
i will also say that setting up the e mail account was very simple and straight forward , although you do need an external smut server to use	1
this is probably one of the few dvd players at 40 that can play almost everything you throw at it	1
give each friend a different ringtone	1
the customer support is pathetic	2
whether you are using disposable or cloth diapers , this is the truly the only diaper pail to get !	1
i immediately had problems getting the player to recognize two of my favorite dvds	2
i was more excited about this player upon opening than i was about the nomad	1
remote you can stand it on end \( harder to lose \) , and it 's far better designed than the 1100s	1
it also has a voice recorder and fm radio that you can only get on an ipod if you but an adapter seperately	1
i actually purchased two phones recently \( this one at the new blackberry phone \) , and this one is far superior \( imho \)	1
i got it to use with the new 5 per month service from yahoo \( music unlimited , \) and despite the above issues , i love it	1
it would have been much nicer if it had a window so you could see the screen , and if the button did n 't cover up the ac jack	2
1 pictures wo n 't transfer to pc directly from the camera using the included transfer cable	2
cheap construction they should have made the player out of hard plastic and put some rubber on the corners	2
initially these phones were fun to play with some of the cool features like the speaker phone , web browser and of course the built in camera	1
